tweet,tweet_length,cleaned_tweet,topic,sentiment
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
"Paying heartfelt tributes to the legendary leader, Shri K. Kamaraj Ji. His unwavering commitment to education, equality, and the upliftment of the underprivileged is a beacon of hope for generations. May his visionary legacy continue to guide us towards a brighter, more inclusive…",281.0,paying heartfelt tributes to the legendary leader shri k kamaraj ji his unwavering commitment to education equality and the upliftment of the underprivileged is a beacon of hope for generations may his visionary legacy continue to guide us towards a brighter more inclusive,Education,Neutral
Please look after the most #corrupt #unprofessional #inefficient department of Maharashtra government,101.0,please look after the most corrupt unprofessional inefficient department of maharashtra government,Politics,Neutral
A great leader no doubt Shastriji's. He was a man of iron will who took firm decisions when the time came. He took such a decision in 1965 when he authorised the Indian army to march on to Lahore to make Pakistan vacate its aggression in Chhamb Jaurian. Ayub &amp; Tikka Khan'r amazed,284.0,a great leader no doubt shastrijis he was a man of iron will who took firm decisions when the time came he took such a decision in  when he authorised the indian army to march on to lahore to make pakistan vacate its aggression in chhamb jaurian ayub amp tikka khanr amazed,Politics,Positive
Real patriotic of india. The leader of farmer and soldier.,58.0,real patriotic of india the leader of farmer and soldier,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
"बाप्पू ने झूट बोलना भी शिखाया क्या खटा खट scheme औंर संविधान बदलना, खुद आरक्षण खतम करना चाहता है औंर कहता हैं #BJP4IND आरक्षण खतम करेगी #HariyanaElection ये झुठे को सबज शिखावो #HariyanaElection2024 5 तारीख को",208.0,scheme             bjpind    hariyanaelection      hariyanaelection,Politics,Neutral
